"bird_sp","bird_num","f_key","p_key"
h_cendre,1,uuid:feda26e4-cb92-4478-98e3-c49ca46694bb,uuid:feda26e4-cb92-4478-98e3-c49ca46694bb/intro_bird/bird_ipa[1]
c_tuber,2,uuid:feda26e4-cb92-4478-98e3-c49ca46694bb,uuid:feda26e4-cb92-4478-98e3-c49ca46694bb/intro_bird/bird_ipa[2]
"",,uuid:feda26e4-cb92-4478-98e3-c49ca46694bb,uuid:feda26e4-cb92-4478-98e3-c49ca46694bb/intro_bird/bird_ipa[3]
c_tuber,2,uuid:fcada72b-ac77-4a83-8859-e86526b5d8fd,uuid:fcada72b-ac77-4a83-8859-e86526b5d8fd/intro_bird/bird_ipa[1]
c_tuber,14,uuid:876aecba-84b8-4769-9548-c25aa8a4d092,uuid:876aecba-84b8-4769-9548-c25aa8a4d092/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:876aecba-84b8-4769-9548-c25aa8a4d092,uuid:876aecba-84b8-4769-9548-c25aa8a4d092/intro_bird/bird_ipa[2]
g_aigrette,2,uuid:e89f84fd-d5e0-44f6-8ac1-87d353b8ef67,uuid:e89f84fd-d5e0-44f6-8ac1-87d353b8ef67/intro_bird/bird_ipa[1]
h_cendre,3,uuid:e89f84fd-d5e0-44f6-8ac1-87d353b8ef67,uuid:e89f84fd-d5e0-44f6-8ac1-87d353b8ef67/intro_bird/bird_ipa[2]
h_cendre,6,uuid:475a9e65-7c18-4bdd-81ce-ba47c7cc2538,uuid:475a9e65-7c18-4bdd-81ce-ba47c7cc2538/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:475a9e65-7c18-4bdd-81ce-ba47c7cc2538,uuid:475a9e65-7c18-4bdd-81ce-ba47c7cc2538/intro_bird/bird_ipa[2]
c_tuber,3,uuid:475a9e65-7c18-4bdd-81ce-ba47c7cc2538,uuid:475a9e65-7c18-4bdd-81ce-ba47c7cc2538/intro_bird/bird_ipa[3]
g_aigrette,1,uuid:a391d58b-8208-4e46-81ce-1826fb2ace84,uuid:a391d58b-8208-4e46-81ce-1826fb2ace84/intro_bird/bird_ipa[1]
h_cendre,1,uuid:a391d58b-8208-4e46-81ce-1826fb2ace84,uuid:a391d58b-8208-4e46-81ce-1826fb2ace84/intro_bird/bird_ipa[2]
h_cendre,6,uuid:83390bdb-6042-4733-a209-3d90a290627a,uuid:83390bdb-6042-4733-a209-3d90a290627a/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:1ef9c77b-7d0a-41db-872f-85b04c287947,uuid:1ef9c77b-7d0a-41db-872f-85b04c287947/intro_bird/bird_ipa[1]
h_cendre,28,uuid:10390a02-e3a2-4cb7-86ba-2cea27358625,uuid:10390a02-e3a2-4cb7-86ba-2cea27358625/intro_bird/bird_ipa[1]
c_blanche,29,uuid:10390a02-e3a2-4cb7-86ba-2cea27358625,uuid:10390a02-e3a2-4cb7-86ba-2cea27358625/intro_bird/bird_ipa[2]
cormo,2,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc/intro_bird/bird_ipa[1]
h_cendre,7,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc/intro_bird/bird_ipa[2]
c_tuber,2,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc/intro_bird/bird_ipa[3]
m_rieuse,18,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc/intro_bird/bird_ipa[4]
g_aigrette,1,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc,uuid:79a14f0a-5de4-4fa5-9c29-135c51f462dc/intro_bird/bird_ipa[5]
c_tuber,8,uuid:98cfd3d6-6c74-46fa-887c-37dbdfd8d8ed,uuid:98cfd3d6-6c74-46fa-887c-37dbdfd8d8ed/intro_bird/bird_ipa[1]
h_cendre,1,uuid:27133bc8-b117-4e6d-8dae-2774af619538,uuid:27133bc8-b117-4e6d-8dae-2774af619538/intro_bird/bird_ipa[1]
h_cendre,2,uuid:885294df-9a01-4156-b098-f0be667ce3d0,uuid:885294df-9a01-4156-b098-f0be667ce3d0/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:885294df-9a01-4156-b098-f0be667ce3d0,uuid:885294df-9a01-4156-b098-f0be667ce3d0/intro_bird/bird_ipa[2]
cormo,17,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297/intro_bird/bird_ipa[1]
g_aigrette,4,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297/intro_bird/bird_ipa[2]
h_cendre,6,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297/intro_bird/bird_ipa[3]
m_rieuse,3,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297/intro_bird/bird_ipa[4]
c_blanche,1,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297/intro_bird/bird_ipa[5]
h_bievre,1,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297,uuid:cb34135d-f30a-4eed-b2d5-7e7517a42297/intro_bird/bird_ipa[6]
h_bievre,2,uuid:7fd98191-d897-4813-ab2a-1d48ae718697,uuid:7fd98191-d897-4813-ab2a-1d48ae718697/intro_bird/bird_ipa[1]
h_cendre,5,uuid:7fd98191-d897-4813-ab2a-1d48ae718697,uuid:7fd98191-d897-4813-ab2a-1d48ae718697/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:7fd98191-d897-4813-ab2a-1d48ae718697,uuid:7fd98191-d897-4813-ab2a-1d48ae718697/intro_bird/bird_ipa[3]
c_tuber,2,uuid:7fd98191-d897-4813-ab2a-1d48ae718697,uuid:7fd98191-d897-4813-ab2a-1d48ae718697/intro_bird/bird_ipa[4]
g_huppe,2,uuid:7fd98191-d897-4813-ab2a-1d48ae718697,uuid:7fd98191-d897-4813-ab2a-1d48ae718697/intro_bird/bird_ipa[5]
c_tuber,2,uuid:8b899b5f-eb29-4773-b94a-c243f1a41387,uuid:8b899b5f-eb29-4773-b94a-c243f1a41387/intro_bird/bird_ipa[1]
g_aigrette,2,uuid:8b899b5f-eb29-4773-b94a-c243f1a41387,uuid:8b899b5f-eb29-4773-b94a-c243f1a41387/intro_bird/bird_ipa[2]
h_cendre,1,uuid:8b899b5f-eb29-4773-b94a-c243f1a41387,uuid:8b899b5f-eb29-4773-b94a-c243f1a41387/intro_bird/bird_ipa[3]
h_cendre,1,uuid:921dff96-72f1-4067-ae94-c9b03002ea29,uuid:921dff96-72f1-4067-ae94-c9b03002ea29/intro_bird/bird_ipa[1]
c_tuber,2,uuid:3e2abccd-893c-4818-9c3d-8f17eae1d8c4,uuid:3e2abccd-893c-4818-9c3d-8f17eae1d8c4/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:3e2abccd-893c-4818-9c3d-8f17eae1d8c4,uuid:3e2abccd-893c-4818-9c3d-8f17eae1d8c4/intro_bird/bird_ipa[2]
h_cendre,1,uuid:3e2abccd-893c-4818-9c3d-8f17eae1d8c4,uuid:3e2abccd-893c-4818-9c3d-8f17eae1d8c4/intro_bird/bird_ipa[3]
c_blanche,2,uuid:b120f977-332a-4065-bb48-b8ca84f789ce,uuid:b120f977-332a-4065-bb48-b8ca84f789ce/intro_bird/bird_ipa[1]
h_cendre,41,uuid:b120f977-332a-4065-bb48-b8ca84f789ce,uuid:b120f977-332a-4065-bb48-b8ca84f789ce/intro_bird/bird_ipa[2]
m_rieuse,18,uuid:b120f977-332a-4065-bb48-b8ca84f789ce,uuid:b120f977-332a-4065-bb48-b8ca84f789ce/intro_bird/bird_ipa[3]
h_cendre,2,uuid:89762b8e-782b-4147-b50d-95fafedf6b80,uuid:89762b8e-782b-4147-b50d-95fafedf6b80/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:89762b8e-782b-4147-b50d-95fafedf6b80,uuid:89762b8e-782b-4147-b50d-95fafedf6b80/intro_bird/bird_ipa[2]
h_cendre,1,uuid:30afd389-8dfc-44ed-981d-183b2b9dd8c7,uuid:30afd389-8dfc-44ed-981d-183b2b9dd8c7/intro_bird/bird_ipa[1]
cormo,2,uuid:e0adab7c-c7ca-489a-9071-4519640974f8,uuid:e0adab7c-c7ca-489a-9071-4519640974f8/intro_bird/bird_ipa[1]
h_cendre,3,uuid:e0adab7c-c7ca-489a-9071-4519640974f8,uuid:e0adab7c-c7ca-489a-9071-4519640974f8/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:e0adab7c-c7ca-489a-9071-4519640974f8,uuid:e0adab7c-c7ca-489a-9071-4519640974f8/intro_bird/bird_ipa[3]
c_blanche,2,uuid:e0adab7c-c7ca-489a-9071-4519640974f8,uuid:e0adab7c-c7ca-489a-9071-4519640974f8/intro_bird/bird_ipa[4]
c_tuber,2,uuid:124addbe-e096-4937-a54b-22490a966466,uuid:124addbe-e096-4937-a54b-22490a966466/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:124addbe-e096-4937-a54b-22490a966466,uuid:124addbe-e096-4937-a54b-22490a966466/intro_bird/bird_ipa[2]
h_cendre,1,uuid:124addbe-e096-4937-a54b-22490a966466,uuid:124addbe-e096-4937-a54b-22490a966466/intro_bird/bird_ipa[3]
cormo,3,uuid:124addbe-e096-4937-a54b-22490a966466,uuid:124addbe-e096-4937-a54b-22490a966466/intro_bird/bird_ipa[4]
h_cendre,2,uuid:68186c9e-f5d5-45fa-a7e1-133d5fe4bca7,uuid:68186c9e-f5d5-45fa-a7e1-133d5fe4bca7/intro_bird/bird_ipa[1]
h_cendre,2,uuid:9703d6d9-2010-4e45-90d6-70bfbeb78b6d,uuid:9703d6d9-2010-4e45-90d6-70bfbeb78b6d/intro_bird/bird_ipa[1]
h_cendre,4,uuid:4ba12981-b389-47d2-bf6d-6905b252fc92,uuid:4ba12981-b389-47d2-bf6d-6905b252fc92/intro_bird/bird_ipa[1]
g_aigrette,2,uuid:4ba12981-b389-47d2-bf6d-6905b252fc92,uuid:4ba12981-b389-47d2-bf6d-6905b252fc92/intro_bird/bird_ipa[2]
m_rieuse,1,uuid:4ba12981-b389-47d2-bf6d-6905b252fc92,uuid:4ba12981-b389-47d2-bf6d-6905b252fc92/intro_bird/bird_ipa[3]
cormo,19,uuid:f8d2ec86-08ff-4d94-8e15-a1cc5fbeae3a,uuid:f8d2ec86-08ff-4d94-8e15-a1cc5fbeae3a/intro_bird/bird_ipa[1]
h_cendre,1,uuid:f8d2ec86-08ff-4d94-8e15-a1cc5fbeae3a,uuid:f8d2ec86-08ff-4d94-8e15-a1cc5fbeae3a/intro_bird/bird_ipa[2]
c_tuber,4,uuid:9c0748a4-5028-4fd7-b0a6-dc6a5073cf8e,uuid:9c0748a4-5028-4fd7-b0a6-dc6a5073cf8e/intro_bird/bird_ipa[1]
h_cendre,19,uuid:9c0748a4-5028-4fd7-b0a6-dc6a5073cf8e,uuid:9c0748a4-5028-4fd7-b0a6-dc6a5073cf8e/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:9c0748a4-5028-4fd7-b0a6-dc6a5073cf8e,uuid:9c0748a4-5028-4fd7-b0a6-dc6a5073cf8e/intro_bird/bird_ipa[3]
c_tuber,33,uuid:f0215a53-22c8-4939-99f9-191b54417c11,uuid:f0215a53-22c8-4939-99f9-191b54417c11/intro_bird/bird_ipa[1]
h_cendre,4,uuid:f0215a53-22c8-4939-99f9-191b54417c11,uuid:f0215a53-22c8-4939-99f9-191b54417c11/intro_bird/bird_ipa[2]
"",,uuid:f0215a53-22c8-4939-99f9-191b54417c11,uuid:f0215a53-22c8-4939-99f9-191b54417c11/intro_bird/bird_ipa[3]
cormo,2,uuid:e41f8594-1054-4bb0-a743-706a894dcc58,uuid:e41f8594-1054-4bb0-a743-706a894dcc58/intro_bird/bird_ipa[1]
h_cendre,2,uuid:e41f8594-1054-4bb0-a743-706a894dcc58,uuid:e41f8594-1054-4bb0-a743-706a894dcc58/intro_bird/bird_ipa[2]
g_aigrette,22,uuid:e41f8594-1054-4bb0-a743-706a894dcc58,uuid:e41f8594-1054-4bb0-a743-706a894dcc58/intro_bird/bird_ipa[3]
c_tuber,1,uuid:e41f8594-1054-4bb0-a743-706a894dcc58,uuid:e41f8594-1054-4bb0-a743-706a894dcc58/intro_bird/bird_ipa[4]
g_huppe,43,uuid:e41f8594-1054-4bb0-a743-706a894dcc58,uuid:e41f8594-1054-4bb0-a743-706a894dcc58/intro_bird/bird_ipa[5]
g_casta,16,uuid:e41f8594-1054-4bb0-a743-706a894dcc58,uuid:e41f8594-1054-4bb0-a743-706a894dcc58/intro_bird/bird_ipa[6]
h_cendre,43,uuid:305962d4-555c-4e1c-91af-68a80ea39c1a,uuid:305962d4-555c-4e1c-91af-68a80ea39c1a/intro_bird/bird_ipa[1]
m_rieuse,71,uuid:305962d4-555c-4e1c-91af-68a80ea39c1a,uuid:305962d4-555c-4e1c-91af-68a80ea39c1a/intro_bird/bird_ipa[2]
"",,uuid:305962d4-555c-4e1c-91af-68a80ea39c1a,uuid:305962d4-555c-4e1c-91af-68a80ea39c1a/intro_bird/bird_ipa[3]
h_cendre,10,uuid:ee443500-15cc-4795-a88f-19d2631e0fd6,uuid:ee443500-15cc-4795-a88f-19d2631e0fd6/intro_bird/bird_ipa[1]
g_aigrette,2,uuid:ee443500-15cc-4795-a88f-19d2631e0fd6,uuid:ee443500-15cc-4795-a88f-19d2631e0fd6/intro_bird/bird_ipa[2]
h_cendre,4,uuid:21b65bbf-5e88-4543-be9e-b102ec7e6b1f,uuid:21b65bbf-5e88-4543-be9e-b102ec7e6b1f/intro_bird/bird_ipa[1]
cormo,2,uuid:21b65bbf-5e88-4543-be9e-b102ec7e6b1f,uuid:21b65bbf-5e88-4543-be9e-b102ec7e6b1f/intro_bird/bird_ipa[2]
h_cendre,1,uuid:f85c21c7-3b56-4f81-9de8-be645a4a789a,uuid:f85c21c7-3b56-4f81-9de8-be645a4a789a/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:f85c21c7-3b56-4f81-9de8-be645a4a789a,uuid:f85c21c7-3b56-4f81-9de8-be645a4a789a/intro_bird/bird_ipa[2]
c_tuber,2,uuid:b0ca7781-4877-4284-9bbd-95b5f37526cb,uuid:b0ca7781-4877-4284-9bbd-95b5f37526cb/intro_bird/bird_ipa[1]
"",,uuid:b0ca7781-4877-4284-9bbd-95b5f37526cb,uuid:b0ca7781-4877-4284-9bbd-95b5f37526cb/intro_bird/bird_ipa[2]
h_cendre,3,uuid:3f1b93ae-d61d-4029-8a03-f39a1e4847dc,uuid:3f1b93ae-d61d-4029-8a03-f39a1e4847dc/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:3f1b93ae-d61d-4029-8a03-f39a1e4847dc,uuid:3f1b93ae-d61d-4029-8a03-f39a1e4847dc/intro_bird/bird_ipa[2]
h_cendre,1,uuid:6b7663f8-1803-47ba-b2d0-5e586c3a6bc1,uuid:6b7663f8-1803-47ba-b2d0-5e586c3a6bc1/intro_bird/bird_ipa[1]
h_cendre,3,uuid:14dd8995-d823-46d0-a880-e1cdd62a2bbc,uuid:14dd8995-d823-46d0-a880-e1cdd62a2bbc/intro_bird/bird_ipa[1]
c_tuber,11,uuid:14dd8995-d823-46d0-a880-e1cdd62a2bbc,uuid:14dd8995-d823-46d0-a880-e1cdd62a2bbc/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:14dd8995-d823-46d0-a880-e1cdd62a2bbc,uuid:14dd8995-d823-46d0-a880-e1cdd62a2bbc/intro_bird/bird_ipa[3]
c_tuber,8,uuid:b47afb1b-9b1a-4058-bfab-0c0c889fb91a,uuid:b47afb1b-9b1a-4058-bfab-0c0c889fb91a/intro_bird/bird_ipa[1]
h_cendre,1,uuid:b47afb1b-9b1a-4058-bfab-0c0c889fb91a,uuid:b47afb1b-9b1a-4058-bfab-0c0c889fb91a/intro_bird/bird_ipa[2]
h_cendre,1,uuid:7d6df7d9-8f38-4cf5-b7f9-c12ddbc77fff,uuid:7d6df7d9-8f38-4cf5-b7f9-c12ddbc77fff/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:7d6df7d9-8f38-4cf5-b7f9-c12ddbc77fff,uuid:7d6df7d9-8f38-4cf5-b7f9-c12ddbc77fff/intro_bird/bird_ipa[2]
h_cendre,6,uuid:e433a98c-70d5-46c5-85cb-40f98fa35490,uuid:e433a98c-70d5-46c5-85cb-40f98fa35490/intro_bird/bird_ipa[1]
c_tuber,2,uuid:e433a98c-70d5-46c5-85cb-40f98fa35490,uuid:e433a98c-70d5-46c5-85cb-40f98fa35490/intro_bird/bird_ipa[2]
g_aigrette,4,uuid:e433a98c-70d5-46c5-85cb-40f98fa35490,uuid:e433a98c-70d5-46c5-85cb-40f98fa35490/intro_bird/bird_ipa[3]
h_cendre,1,uuid:b6893b9d-5399-4704-b50b-7a638e5e5239,uuid:b6893b9d-5399-4704-b50b-7a638e5e5239/intro_bird/bird_ipa[1]
c_tuber,1,uuid:a0e24c42-5c54-4157-9392-138cf45b815b,uuid:a0e24c42-5c54-4157-9392-138cf45b815b/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:a0e24c42-5c54-4157-9392-138cf45b815b,uuid:a0e24c42-5c54-4157-9392-138cf45b815b/intro_bird/bird_ipa[2]
h_cendre,3,uuid:955cba59-60e4-4001-a80a-de9a3b7b4420,uuid:955cba59-60e4-4001-a80a-de9a3b7b4420/intro_bird/bird_ipa[1]
g_aigrette,2,uuid:955cba59-60e4-4001-a80a-de9a3b7b4420,uuid:955cba59-60e4-4001-a80a-de9a3b7b4420/intro_bird/bird_ipa[2]
h_cendre,2,uuid:83c3efd6-a9f8-40c4-84be-3ea6808deb92,uuid:83c3efd6-a9f8-40c4-84be-3ea6808deb92/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:83c3efd6-a9f8-40c4-84be-3ea6808deb92,uuid:83c3efd6-a9f8-40c4-84be-3ea6808deb92/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:91f4d583-2a86-4d72-ba2a-a1383e456df2,uuid:91f4d583-2a86-4d72-ba2a-a1383e456df2/intro_bird/bird_ipa[1]
cormo,1,uuid:a851af75-0014-4c54-8872-0c6013fc7aed,uuid:a851af75-0014-4c54-8872-0c6013fc7aed/intro_bird/bird_ipa[1]
g_aigrette,1,uuid:a851af75-0014-4c54-8872-0c6013fc7aed,uuid:a851af75-0014-4c54-8872-0c6013fc7aed/intro_bird/bird_ipa[2]
h_cendre,1,uuid:a851af75-0014-4c54-8872-0c6013fc7aed,uuid:a851af75-0014-4c54-8872-0c6013fc7aed/intro_bird/bird_ipa[3]
h_cendre,7,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8/intro_bird/bird_ipa[1]
g_aigrette,2,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8/intro_bird/bird_ipa[2]
m_rieuse,3,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8/intro_bird/bird_ipa[3]
c_tuber,1,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8,uuid:b50856af-2ce3-44ec-8728-d8d71b176da8/intro_bird/bird_ipa[4]
c_tuber,1,uuid:74daabaf-b074-42be-8034-986b6ea5f023,uuid:74daabaf-b074-42be-8034-986b6ea5f023/intro_bird/bird_ipa[1]
h_cendre,5,uuid:74daabaf-b074-42be-8034-986b6ea5f023,uuid:74daabaf-b074-42be-8034-986b6ea5f023/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:74daabaf-b074-42be-8034-986b6ea5f023,uuid:74daabaf-b074-42be-8034-986b6ea5f023/intro_bird/bird_ipa[3]
h_cendre,3,uuid:7c519f3c-a250-44c2-8368-023befd1a567,uuid:7c519f3c-a250-44c2-8368-023befd1a567/intro_bird/bird_ipa[1]
cormo,1,uuid:7c519f3c-a250-44c2-8368-023befd1a567,uuid:7c519f3c-a250-44c2-8368-023befd1a567/intro_bird/bird_ipa[2]
c_tuber,6,uuid:7c519f3c-a250-44c2-8368-023befd1a567,uuid:7c519f3c-a250-44c2-8368-023befd1a567/intro_bird/bird_ipa[3]
h_cendre,23,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350/intro_bird/bird_ipa[1]
cormo,16,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350/intro_bird/bird_ipa[2]
m_rieuse,4,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350/intro_bird/bird_ipa[3]
g_aigrette,1,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350,uuid:f72e41ea-c8f1-41eb-8f50-1ef6ff2d1350/intro_bird/bird_ipa[4]
g_aigrette,2,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b/intro_bird/bird_ipa[1]
h_cendre,20,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b/intro_bird/bird_ipa[2]
g_huppe,1,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b/intro_bird/bird_ipa[3]
c_tuber,5,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b,uuid:62e3ccd8-5020-4adb-8a12-d9c83ef3812b/intro_bird/bird_ipa[4]
c_tuber,2,uuid:01aed39d-67f5-404d-a30f-693b7d8e541f,uuid:01aed39d-67f5-404d-a30f-693b7d8e541f/intro_bird/bird_ipa[1]
h_cendre,2,uuid:01aed39d-67f5-404d-a30f-693b7d8e541f,uuid:01aed39d-67f5-404d-a30f-693b7d8e541f/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:01aed39d-67f5-404d-a30f-693b7d8e541f,uuid:01aed39d-67f5-404d-a30f-693b7d8e541f/intro_bird/bird_ipa[3]
m_rieuse,80,uuid:e305ae91-c182-4e26-a4f2-fcda18a9c20a,uuid:e305ae91-c182-4e26-a4f2-fcda18a9c20a/intro_bird/bird_ipa[1]
cormo,1,uuid:e305ae91-c182-4e26-a4f2-fcda18a9c20a,uuid:e305ae91-c182-4e26-a4f2-fcda18a9c20a/intro_bird/bird_ipa[2]
"",,uuid:e305ae91-c182-4e26-a4f2-fcda18a9c20a,uuid:e305ae91-c182-4e26-a4f2-fcda18a9c20a/intro_bird/bird_ipa[3]
cormo,5,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba/intro_bird/bird_ipa[1]
h_cendre,46,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba/intro_bird/bird_ipa[2]
g_aigrette,9,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba/intro_bird/bird_ipa[3]
m_rieuse,12,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba,uuid:3ec7b976-dd3f-409d-81bd-c9fb0dee7bba/intro_bird/bird_ipa[4]
"",,uuid:4b9de35b-318e-4936-8299-c513d9d3192c,uuid:4b9de35b-318e-4936-8299-c513d9d3192c/intro_bird/bird_ipa[1]
h_cendre,1,uuid:4b9de35b-318e-4936-8299-c513d9d3192c,uuid:4b9de35b-318e-4936-8299-c513d9d3192c/intro_bird/bird_ipa[2]
h_cendre,2,uuid:bf735df5-0b22-498a-8b85-075015d9fa94,uuid:bf735df5-0b22-498a-8b85-075015d9fa94/intro_bird/bird_ipa[1]
cormo,1,uuid:bf735df5-0b22-498a-8b85-075015d9fa94,uuid:bf735df5-0b22-498a-8b85-075015d9fa94/intro_bird/bird_ipa[2]
cormo,1,uuid:39f75030-8254-4d7f-84e5-a32359988996,uuid:39f75030-8254-4d7f-84e5-a32359988996/intro_bird/bird_ipa[1]
h_cendre,1,uuid:39f75030-8254-4d7f-84e5-a32359988996,uuid:39f75030-8254-4d7f-84e5-a32359988996/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:39f75030-8254-4d7f-84e5-a32359988996,uuid:39f75030-8254-4d7f-84e5-a32359988996/intro_bird/bird_ipa[3]
"",,uuid:39f75030-8254-4d7f-84e5-a32359988996,uuid:39f75030-8254-4d7f-84e5-a32359988996/intro_bird/bird_ipa[4]
g_casta,2,uuid:ed39d9f6-73a9-4a26-b47c-80ce7043d729,uuid:ed39d9f6-73a9-4a26-b47c-80ce7043d729/intro_bird/bird_ipa[1]
h_cendre,1,uuid:6cbc5b0d-e2c9-4829-aa75-85950028cc96,uuid:6cbc5b0d-e2c9-4829-aa75-85950028cc96/intro_bird/bird_ipa[1]
"",,uuid:6cbc5b0d-e2c9-4829-aa75-85950028cc96,uuid:6cbc5b0d-e2c9-4829-aa75-85950028cc96/intro_bird/bird_ipa[2]
g_aigrette,1,uuid:6cbc5b0d-e2c9-4829-aa75-85950028cc96,uuid:6cbc5b0d-e2c9-4829-aa75-85950028cc96/intro_bird/bird_ipa[3]
h_cendre,4,uuid:281c6f21-2184-4130-bb51-2946eacd2d7a,uuid:281c6f21-2184-4130-bb51-2946eacd2d7a/intro_bird/bird_ipa[1]
g_aigrette,4,uuid:281c6f21-2184-4130-bb51-2946eacd2d7a,uuid:281c6f21-2184-4130-bb51-2946eacd2d7a/intro_bird/bird_ipa[2]
c_tuber,2,uuid:281c6f21-2184-4130-bb51-2946eacd2d7a,uuid:281c6f21-2184-4130-bb51-2946eacd2d7a/intro_bird/bird_ipa[3]
g_aigrette,1,uuid:575f220b-fe9a-4600-a84a-8d2bd741b3a7,uuid:575f220b-fe9a-4600-a84a-8d2bd741b3a7/intro_bird/bird_ipa[1]
h_cendre,1,uuid:1e444e94-e466-485d-94e8-37927e5c4d00,uuid:1e444e94-e466-485d-94e8-37927e5c4d00/intro_bird/bird_ipa[1]
h_cendre,13,uuid:a209d8c2-d560-4ece-896f-fb85067e7f10,uuid:a209d8c2-d560-4ece-896f-fb85067e7f10/intro_bird/bird_ipa[1]
g_aigrette,3,uuid:a209d8c2-d560-4ece-896f-fb85067e7f10,uuid:a209d8c2-d560-4ece-896f-fb85067e7f10/intro_bird/bird_ipa[2]
m_rieuse,1,uuid:a209d8c2-d560-4ece-896f-fb85067e7f10,uuid:a209d8c2-d560-4ece-896f-fb85067e7f10/intro_bird/bird_ipa[3]
g_aigrette,2,uuid:5aed412a-905e-4a5d-bbe0-609408f94563,uuid:5aed412a-905e-4a5d-bbe0-609408f94563/intro_bird/bird_ipa[1]
h_cendre,7,uuid:5aed412a-905e-4a5d-bbe0-609408f94563,uuid:5aed412a-905e-4a5d-bbe0-609408f94563/intro_bird/bird_ipa[2]
h_cendre,1,uuid:0f8b88d5-02d5-4625-89c0-18c16c43bafe,uuid:0f8b88d5-02d5-4625-89c0-18c16c43bafe/intro_bird/bird_ipa[1]
c_tuber,2,uuid:0f8b88d5-02d5-4625-89c0-18c16c43bafe,uuid:0f8b88d5-02d5-4625-89c0-18c16c43bafe/intro_bird/bird_ipa[2]
